弹幕,重复次数
估计日本以后的历史书都不一定会有这个事件在上面，呵呵呵,60.0
估计东电憋不住了，或者失控，鬼知道真正有多严重,60.0
一个小岛更是靠海吃海，居然自断一臂,60.0
保护海洋保护生灵！南无阿弥陀佛保佑善人！,60.0
保护海洋!保护地球!绝不让步!,60.0
2,60.0
保护地球，守护最后的海洋！,60.0
1小时2那太高了,60.0
即使人类要伤害地球，但我也要保护人类!Tiga——!,60.0
即使人类要伤害地球，但我也依然要保护人类！Tiga——!,60.0
会不会增加doge,60.0
人类什么都阻止不了，这几十年离谱的事太多了，感觉再过几十年就全部毁灭了，活不到100岁,60.0
东电的畜牲,60.0
1！5！,60.0
可以开金条了（喜）,60.0
东电那几个糟老头为什么不去切腹自尽呢？便宜他们了,60.0
《辐射5》,60.0
全球异化（净化），从日本开始,60.0
可怜个啥,60.0
其实海水本身就含有微量氘氚，现在这么一捣鼓未来就变成少量了,60.0
不仅海产品，其实日本所有产品都需要考虑辐射问题了,60.0
保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋​,60.0
但铀的高达4亿年,60.0
焯，人类要开始新模式了,58.0
我还没见过海啊啊啊啊啊啊啊，我是不是以后见不到了,58.0
要排30年早的很,58.0
保护地球！保护我们唯一的家园！！！,58.0
记住历史,58.0
保护海洋，人人有责。,58.0
那你还在这？,58.0
无力呀,58.0
这不是典型的自己审自己,58.0
前面第二个的黄字收粮的汪汪，来，嘬嘬嘬,58.0
吃个海鲜都不安心,58.0
吃点氚菜,58.0
人類，你們保護了什麼？,58.0
保护地球生态环境。,58.0
返生物罪！！！,58.0
还不切腹谢罪？,58.0
人类命运的齿轮开始破碎……,58.0
热度都起来了啊！！！！,58.0
没几年时间活了,58.0
B站，为什么压热度？,58.0
马的,58.0
终于开始了！,58.0
哎！,58.0
保护海洋  海洋不是日本的垃圾桶!,58.0
我还想去三亚,58.0
甲级核犯！！！,58.0
嗨一德格拉米诺思！,58.0
会遭天谴,58.0
想灭了鬼子,58.0
热度不应该下降,58.0
破坏环境，祸害子孙,58.0
为什么啊！！！！！！！！！,58.0
保护地球生态！,58.0
居然还没嗝,58.0
海洋生物倒大霉了，它们还什么都不懂,58.0
司全加的东西,58.0
世界可以没有日本，绝对不能没有海洋！,58.0
真就不管了呗..,58.0
那止氚呢，碳14钴60锶90那个不是比氚更麻烦的存在呢，多核素处理器连氚都处理不了,58.0
@纪晓姆,58.0
此处应该有核弹,58.0
焯,58.0
小日子我。。。。。,58.0
胡说八道，氚每个生物体内都有播氚浓度纯转移视线，应该检测其它60多种核元素,58.0
真是反人类的霓虹人,58.0
科比！,58.0
不正式的早排了,58.0
这速度牛啊,58.0
见证历史csw,58.0
见证历史!,58.0
你哪怕在怎么处理，那些放射性物质都有半衰期，这是要交给时间处理的，人为能处理的只有有毒的副产物，放射性处理的成本太高太高了,58.0
受不了这还没到半个月已经蔓延小韩，小日子还要排30年什么逆天行为,58.0
真行啊，我打你一巴掌看存不存在什么问题,58.0
《不存在》,58.0
快结束排海吧，保护海洋保护海洋,58.0
然后呢呵呵,58.0
关键是，谁也管不住啊？,58.0
[前方高能],58.0
小日子疯了,58.0
啥？日本还有下限？,58.0
姐姐漂亮 各位工作人员注意安全,58.0
保护家园,58.0
真气。让海洋回流让小鬼子变怪兽吧,58.0
老子排了你们能怎样？,58.0
还没见过海,58.0
停止排放核污水,58.0
反人类国家日本,58.0
我才过完生日4天⋯,58.0
日本就会搞些假东西,58.0
cao,58.0
而且3500吨只是刚开始 真是离谱,58.0
已经没有必要解禁进口日本地区的海鲜了，日本不在乎。我们只能保护好自己。,58.0
见证历史，传下去。,58.0
我cao它m,58.0
弹幕已经有50了,58.0
及时止损！现在还来得及！,58.0
小日子过的不错，别再过了,58.0
还行吧,58.0
见证历史铭记历史！,58.0
没用的！法院都是他们开的！,58.0
日本鬼子丧尽天良……,58.0
担忧,58.0
以后可以看哥斯拉纪录片了,58.0
有没有专业化学人士了讲解一下知识,58.0
世界末日了吗,58.0
不止吧,58.0
那么，然后呢,58.0
有核武器的国家都会排的,58.0
哥斯拉正在登陆,58.0
二鬼子赶紧去日本吃海鲜吧,58.0
你是核废人吗？,58.0
那个所谓的净水系统就没啥卵用,58.0
拯救人类的方法就是毁灭人类 dog,58.0
哥斯拉要来了。,58.0
罪人，千古罪人,58.0
日本人印象-10000000,58.0
还在排！！！,58.0
只能眼睁睁看着，啥也改变不了,58.0
连续排三十年呢,58.0
这是对人类的核攻击,58.0
拜登政府的两条狗，即岸田文雄，伊藤希悦。,58.0
造出原子弹挺直身板子,58.0
倒是阻止啊,58.0
不是残留，就根本去不掉,58.0
一语双关,58.0
我真的是服了这个日本大*****,58.0
地球毁灭,58.0
为啥联合国不管的,58.0
现在有时间快去海边玩玩，再不去就没了,58.0
真服了！！！,58.0
一起完蛋咯,58.0
见正历史,58.0
停止排放核污,58.0
824,58.0
狗！日！的！,58.0
其实是核废液,58.0
不!!!!!!!!!我按了暂停，为什么不管用啊!!!!!,58.0
地球OL下下赛季预告             地球OL：奇兽纪元,58.0
顶顶顶热度热度热度热度热度热度热度热度热度热度热度热度热度热度,58.0
顶！,58.0
后代都保护不了，苟着干嘛,58.0
我只想揍它丫的！,58.0
所以说，鬼子 它们清楚得很，就是硬洗而已[藏狐]​,58.0
看那蔚蓝色的星球，是我们永远的守候,58.0
心头一紧,58.0
还需要啥专业，它们能把核反应堆的放射性物质去除，全世界的核废料它们不就都能处理了？,58.0
不危险为啥不直接泼日本本土上,58.0
咦。。。,58.0
保护海洋！就是保护我们的子孙后代,58.0
你还来？！,58.0
怪兽一般不会有的，因为辐射变异一般是直接死,58.0
吨,58.0
好耶，支持支持,58.0
太伤心了,58.0
颜色变了,58.0
可以没有日本不能没有海洋,58.0
蒂蒂啊,58.0
哇一天200都已经排了差不多20天了,58.0
就算真的，人家玩要道歉卸任。之后该干嘛还是干嘛,58.0
赛季更新,58.0
去tmd,58.0
路见不平一声吼，吼完继续往前走,58.0
命运的齿轮开始旋转,58.0
非常好,58.0
总是统计排了多少干啥？？然后呢？,58.0
俄罗斯也排,58.0
真不要脸,58.0
不要让热度下去，因为地球上的每一个人都无法逃避！,58.0
我们免费运六十万吨去大西洋排，希望欧美不要阻止就行[吃瓜],58.0
地球online辐射赛季更新画面,58.0
水是深色的,58.0
跟我说着怎么玩，赛场裁判都是对面的你拿什么赢。,58.0
我再次见证了历史,58.0
他们为什么要排啊,58.0
怎么感觉已经没有热度了,58.0
我只看记者,58.0
天哪，水都黑了,58.0
小丑一个,58.0
一只大哈鱼曾经说过的话成真了,58.0
救了个大命啊,58.0
保护海洋义不容辞,58.0
富士山呢？救一下啊,58.0
保护地球妈妈！！！,58.0
保护地球妈妈保护海洋！！！,58.0
谴谴谴,58.0
这可是海洋啊！！,58.0
斗争求和平,58.0
开始变天了，时代变了，进入修真时期,58.0
世界可以没有岛国，但不能没有大海,58.0
公元2023年，命运的齿轮开始转动,58.0
告死它！,58.0
排了  900多个非洲成年大象,58.0
难受啊,58.0
鞠躬，私密马撒，排放，氨全,58.0
鞠躬，继续排,58.0
说出来让人生气是吧,58.0
丧心病狂！已经排了这么多了！,58.0
日本第二男枪何在？,58.0
我咋感觉过不了几年，人类就要被日本坑没了,58.0
小姐姐怎么看起来比原来憔悴了,58.0
排都排了，毁灭吧,58.0
人类,58.0
打倒萝卜头,58.0
不存在自己喝啊,58.0
不存在安全但存在氨醛,58.0
管你排多少倒是一发导弹打过去呗,58.0
岸田文雄反人类罪绞死不足惜,57.0
所有的个人youtuber 行动起来去传播正确的信息,57.0
普通人都懂的道理,57.0
早点联合军队 然后警告 只要排出去直接军队进入管理,57.0
外国基本上不报道的,57.0
哥斯拉警告,57.0
一个小男孩,57.0
现代版的玉碎计划，反正早晚要沉，不如先毁灭海洋,57.0
反人类进化,57.0
没怎么看到国外抵制新闻呢,57.0
就像往你的汤里加一勺大便一样,57.0
成立新的联合执法机构吧,57.0
这才是正常人的反应,57.0
这题我会，直接让小日子原地爆炸,57.0
没看到不代表没有，这么大的事情你觉得可能不报道，别搞了,57.0
快没了还不研究移民太空？,57.0
地球不危险，危险的是人类,57.0
保护海洋，替海洋生物发声。,57.0
没错啊应该跟其他国家一起协商，大海是大家的，凭什么他想怎么搞就怎么搞,57.0
美国那些环保人士怎么没有激烈运动了？,57.0
事实证明 联合g这个真,57.0
就是那些欧美政府同意或默认的结果,57.0
海污染慢慢会传到淡水，然后是土地,57.0
我不懂他们为什么不选择晒干，天气那么热,57.0
还是太文明了,57.0
把首相做掉上台一个反对的,57.0
刚看了，美国民众知道的不多。。,57.0
你尽管发核污染相关的新闻，我外国直接压你热度，最后就是没多少人知道，你能怎么样？,57.0
美国民众也反对吗,57.0
清楚出人类社会！,57.0
环保少女选择闭嘴,57.0
地球母亲将惩罚小日子,57.0
还是用氢弹,57.0
几千年只能稀释一半,57.0
俄罗斯的方案更好，解决核污染可以用氢弹,57.0
氢弹！,57.0
这可比二战的罪恶还大,57.0
海洋生物的命也是命！,57.0
关键它们领导没开腔呀,57.0
环保少女被摁在核污水里面，说不出话了。,57.0
阻止犯罪比事后审判更重要！,57.0
让它作让它作,57.0
多传播这种,57.0
福岛：潜行者,57.0
世界末日呀,57.0
西方欧美的“沉默”让我不再相信正义存在!,57.0
估计老美那边倒得更狠,57.0
民众说了没用，美国的盟友们说了才算数,57.0
科学家天天研究外太空有何用，地球这个家都要没了,57.0
哈哈，反正我们山沟沟里吃不到海鱼,57.0
知道这件事的人应该是少数的吧！外国好多智囊呢！额！尽量多传播日子的所作所为，尽量让全球人都知道。,57.0
全世界打他啊,57.0
搜噶,57.0
说这些有用吗？,57.0
全世界渔民真是无妄之灾，食肉者们根本视之为蝼蚁,57.0
原子能机构也要为此负责，因为它们也是帮凶,57.0
人呼吸需要氧气，70%的氧气提供是海洋植物，陆地只有390%,57.0
长这么大没得吃过海鱼,57.0
刷这些东西有意义吗？只要不出兵干它都是耍流氓！,57.0
西方环保组织哑巴了,57.0
再扔两个,57.0
那又能怎么样,57.0
保护地球保护海洋！保护地球保护海洋！保护地球保护海洋！保护地球保护海洋！保护地球保护海洋！保护地球保护海洋！ ,57.0
找你们政府请求采取军事行动,57.0
有用没用 总比什么都不做好 重拳需要蓄力,57.0
有用，比你屁也不敢放，只会冷嘲热讽强一万倍,57.0
如果说只有这一种办法，那你排没有意见，关键是现在有其他可行的办法，而冒天下之大不为这样做就不合理了,57.0
破窗效应更加危害深远,57.0
知道的人太少了,57.0
前面那个吃不到海鱼的是sc吗,57.0
我怕没有以后,57.0
岸田在哪？,57.0
渔民直接失业了,57.0
罄竹难书罪行,57.0
放个大伊万谢谢,57.0
联合国和昔日的国际联盟一样都不过是大国维护强权的棋子而已,57.0
我想了三天三夜也想不出来怎么制止它，别说核弹了，不现实！,57.0
全世界制裁他就完了,57.0
前面说得对，换我要说脏话...,57.0
fxxk you,57.0
核污水排海这事，新加坡居然没有声量哦！感觉它不在太平洋一样！,57.0
海洋是地球的肺呀，一旦海洋一污染，我们就全部都得完蛋,57.0
那你不如联合澳大利亚新加坡,57.0
都反对又阻止不了……打他啊,57.0
巴西应该驱逐在巴所有日裔,57.0
支持支持支持！！！,56.0
见证缑氏,56.0
坚决抵制日本核污水排海，坚决抵制与日本有关任何产品！！！坚决抵制日本核污水排海，坚决抵制与日本有关任何产品！！！坚决抵制日本核污水排海，坚决抵制与日本有关任何产品！！！坚决抵制日本核污水排海，坚决抵制,56.0
加油啊,56.0
上热门！！！！！,56.0
坚决抵制日本排放核污染水！,56.0
核污水：使动物患疾病，   寿命大幅度缩短，严重致死。后代畸形，发育不良，  严重情况下全部无法存活,56.0
建议给日本扔核弹，日本核攻击全世界灭绝全人类犯下第二次反人类罪,56.0
好铁门见啊,55.0
不想要变异铁线虫,55.0
这主持声音怎么这么飘 刚哭过啊,55.0
保护地球，日本滚出地球。,55.0
直接他奶奶拿核弹炸了,55.0
轻舟已过万重山,55.0
保护海洋，保护地球。,54.0
有趣,53.0
保护海洋！救救地球！,53.0
你晃啥呢,53.0
紧跟时事,52.0
《只是》,52.0
进化？灭绝！,52.0
内照射,52.0
百纳海氚,52.0
相信后人三颗大脑的智慧,52.0
变异,52.0
祝好祝大家都身体健康,52.0
生化危机,52.0
生物放大作用，最终到人体有5000倍的毒,52.0
禁止日本旅游签,52.0
把被受核武器攻击的界限下降为核污水,52.0
只有一个地球！保护好我们唯一的家园！,52.0
保护全球海洋生态环境！,52.0
坚决抵制日本核污染水排放,52.0
富集效应,52.0
坚决抵制日本核污水排海!!!,51.0
什么成员会议？,50.0
海洋孕育了世界的一切 人们却要毁灭海洋！,50.0
什么时候来个日本人抗日呀，狗头保命,50.0
什么时候普通人说话有用了？印度都做不到捏,50.0
海洋不需要人类拯救，人类的行为只会毁灭自己,50.0
人类的公敌！！！,50.0
海洋只是海洋，不是人类的，是人类对不起它,50.0
什么我们人类，是你们日本人！不要把自己的错模糊成人类造成的错。,50.0
人类灭亡计划,50.0
海洋不是日本的下水道,50.0
海水的颜色都变了，太明显了,50.0
什么对策，日本又开始装失忆了，这不是因果报应，他们可以自产自销，又想打坏主意，他们危害海洋乃至全世界几千年，现在一点后果也不想承担，又想着祸害别人,50.0
